edge_candidate_tier,edge_status,edge_role,priority,nickname,formal_event_name,formal_name_freq_in_db,hanrei_id,事件番号,date,court,n_articles,via,owner_decision,machine_verdict,conflict,machine_verdict,conflict
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,パリス観光事件,保険金引渡請求控訴事件,2,28041151,平成９年（ネ）１３７号,平成10.12.14,広島高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,パンアメリカン航空事件,解雇予告の効力停止仮処分申請事件,1,27613119,昭和５７年（ヨ）２１号,昭和57.4.28,千葉地佐倉支決,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ブルーボーイ事件,労働契約関係存在確認請求事件,2,27622169,昭和４２年（ワ）９８５５号,昭和44.2.15,東京地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ベンツ盗難損失事件,商標権侵害差止等請求事件（１３５６９号）、商標権侵害差止請求事件（２２２６号）,1,28091300,平成１４年（ワ）１３５６９号／平成１５年（ワ）２２２６号,平成16.4.20,大阪地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ポスター貼付国賠事件,土地売買無効確認請求控訴事件,1,27405490,昭和４７年（ネ）１９３５号,昭和56.3.23,東京高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,マイナンバー違憲訴訟,個人番号利用差止等請求事件,4,28290832,平成２７年（ワ）１１９９６号／平成２８年（ワ）２０２３号／平成２８年（ワ）２８９５号,令和3.2.4,大阪地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,マルヤタクシー事件,雇傭関係存在確認等請求事件,5,27613368,昭和５５年（ワ）３７８号,昭和60.9.19,仙台地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,マンションの管理組合法人による任意的訴訟,管理費等請求控訴、同附帯控訴事件,3,28061583,平成１０年（オ）１２７号,平成13.3.22,最高一小判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ユニヴァーサルタクシー事件,従業員地位保全等仮処分申請控訴事件,3,27612261,昭和４５年（ネ）１６１５号,昭和47.2.10,大阪高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ユーザーユニオン名誉毀損事件,,0,28150646,昭和５８年（ワ）８４９３号,昭和59.6.14,東京地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ライオン・サファリパーク事件,営業停止等請求事件,2,27800159,昭和５５年（ワ）１６４号,昭和61.3.5,静岡地沼津支判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ライフマティックス事件,地位確認等請求控訴・同附帯控訴事件,2,28323835,令和４年（ネ）７１０号／令和４年（ネ）１３２８号,令和4.12.22,大阪高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,ロイヤルタクシー事件,,0,28010781,平成７年（ヨ）２５８号,平成8.5.28,大阪地堺支決,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,・ゼンショー団交拒否事件,各不当労働行為救済命令取消請求控訴事件,6,28230379,平成２４年（行コ）１０６号,平成24.7.31,東京高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,三井鉱山三池鉱業所事件,地位保全仮処分申請各控訴事件,1,27612412,昭和４５年（ネ）５０９号／昭和４５年（ネ）５１３号,昭和48.12.7,福岡高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,三原労基署長事件,保険金給付不支給処分取消請求事件,1,27808244,昭和６３年（行ウ）１２号,平成2.8.30,広島地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,三和交通事件,国民健康保険税減免申請却下処分取消請求事件,1,28224529,平成２２年（ワ）２３２０号,平成23.7.25,札幌地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,三菱石炭鉱高島鉱業所事件,審査裁決取消請求事件,2,27803570,昭和５９年（行ウ）７号,昭和61.11.28,長崎地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,上告受理事件,上告受理申立て却下決定に対する許可抗告事件,1,28040596,平成１１年（許）８号,平成11.3.9,最高一小決,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,上記訴訟,独立当事者参加申立事件,4,28210724,平成２３年（ワ）３０４８９号,平成23.11.1,東京地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,下関市福祉バス事件,賦課決定処分等取消請求上告及び上告受理申立事件,1,28221691,平成１６年（ワ）１１２号,平成18.1.16,山口地下関支判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,不動産強制競売事件,売却許可決定に対する執行抗告棄却決定に対する許可抗告事件,3,28224366,平成２６年（許）１５号,平成26.11.4,最高三小決,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,不当解雇事件,従業員地位確認等請求控訴事件,9,28180076,平成２２年（ネ）１３６号,平成23.7.15,大阪高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,不正競争防止法違反商品売買契約事件,売掛代金請求本訴、損害賠償請求反訴事件,2,28061233,平成１２年（受）６７号,平成13.6.11,最高一小判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,中国人強制連行・強制労働訴訟,ゴルフ会員権確認等請求事件,6,28092047,平成１１年（ワ）５４３号／平成１２年（ワ）４８９号／平成１４年（ワ）１３９号,平成16.3.26,新潟地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,中央生コン・池本興業事件,立入禁止等仮処分申請、従業員地位保全等仮処分申請事件,1,27613184,昭和５６年（ヨ）１６３号／昭和５６年（ヨ）１７４号,昭和58.5.23,高知地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,九州ゴム製品販売事件,療養補償給付金不支給処分取消請求事件,1,27807389,昭和６３年（ヨ）２１８号,昭和63.9.29,福岡地小倉支判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,九州建設アスベスト事件,九州建設アスベスト損害賠償請求控訴事件,1,28274805,平成２６年（ネ）９６４号,令和1.11.11,福岡高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,九水運輸商事事件,未払通勤手当等請求事件,1,28260957,平成２７年（ワ）１７号,平成30.2.1,福岡地小倉支判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,乾燥いか菓子PL事件,地役権確認等請求事件,8,28263709,平成１４年（オ）１５８５号,平成14.12.20,最高二小決,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,予備校設置不認可処分の取消訴訟,訴訟救助申立却下決定に対する即時抗告申立事件,5,27806144,昭和６３年（モ）１３７９号,平成1.3.22,福岡地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,井上金属工業株主総会決議取消事件,株主総会決議取消請求事件（１００５０号）、株主総会決議取消請求事件（１００６４号）,1,28091165,平成１５年（ワ）１００５０号／平成１５年（ワ）１００６４号,平成16.2.4,大阪地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,京都カントリー倶楽部事件,懲戒処分取消、損害賠償請求上告事件,1,27808434,昭和６３年（ヨ）３８６号,平成1.8.7,福岡地小倉支決,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,京都大学事件,再任拒否処分取消請求控訴事件,1,28111115,平成１６年（行コ）５４号,平成17.12.28,大阪高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,京都市上京区役所事件,建造物侵入被告控訴事件,1,27803662,昭和５７年（う）８４６号,昭和58.7.12,大阪高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,京都新聞COM雇い止め事件,,0,28161591,平成２０年（ワ）４１８４号,平成22.5.18,京都地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,仙台パワーステーション操業差止訴訟,石炭火力発電所運転差止請求事件,1,28283907,平成２９年（ワ）１１７５号,令和2.10.28,仙台地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,伊方原発訴訟,伊方発電所原子炉設置許可処分取消請求控訴事件,2,27604185,昭和５３年（行コ）４号,昭和59.12.14,高松高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,会社に対し右訴訟,弁護士費用請求事件,6,28041244,平成９年（ワ）１１９９号,平成10.10.1,神戸地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,会社役員選任決議の瑕疵を争う訴訟,株主総会決議取消、株主総会決議無効確認請求上告事件,1,27000734,昭和４４年（オ）１１１２号,昭和45.4.2,最高一小判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,住民票消除処分執行停止特別抗告事件,執行停止決定を取り消した抗告審の決定に対する特別抗告事件,1,28061412,平成１３年（行ト）２６号,平成13.6.14,最高二小決,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,信濃川河川敷訴訟,条件付所有権移転仮登記抹消登記手続等請求事件,2,27801948,昭和５０年（ワ）１８６号,昭和63.6.15,新潟地長岡支判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,債務免除益事件,納税告知処分等取消請求控訴事件,3,28264142,平成２７年（行コ）３０号,平成29.2.8,広島高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,債権届出書の記載と確定訴訟,更生債権確定控訴事件,3,27490439,昭和５５年（ネ）１０８０号,昭和56.6.25,大阪高判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,光洋運輸事件,従業員たる地位確認等請求事件,5,27806562,昭和５９年（ワ）２１５４号,平成1.7.28,名古屋地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,全日空佐賀便機長労災事件,管理組合規約無効確認等請求事件,2,28130111,平成１７年（ワ）１２９３８号,平成18.12.13,東京地判,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,全金プリンス支部事件,船舶仮差押異議事件,1,27611722,昭和４１年（ヨ）２３０３号,昭和41.9.17,東京地決,1,unique,,machine_candidate,,machine_candidate,
T2,candidate_for_review,UNVERIFIED(評釈対象 vs 引用は owner確認要),1,全金浜田精機支部事件,威力業務妨害被告上告事件,1,27613225,昭和５６年（あ）２３３号,昭和58.12.13,最高三小決,1,unique,,machine_candidate,,machine_candidate,
