case_name_normalized,court,date,variant_names,article_ids,n_articles,is_hanrei_hyoshaku,distinct_case_names,is_possibly_overmerged
UFJ事件,最高三小決,平成16.8.30,ＵＦＪ事件|住友信託銀行対ＵＦＪホールディングス事件|住友信託銀行対ＵＦＪホールディングス等事件|旧ＵＦＪ事件|ＵＦＪグループの経営統合をめぐる仮処分事件,|issn:0287-9956#1206#p58|issn:0287-9956#210#p210.2|issn:0389-2220#459#p94|issn:0389-2220#460#p108|issn:0406-4984#v58n4#p54|issn:0406-4984#v58n5#p56|issn:0406-4984#v58n6#p52|issn:0406-4984#v58n7#p50|issn:0438-5896#1259#p73|issn:0438-5896#17#p236|issn:2185-3223#1723#p4|ncid:AN00326923#558#p181,13,0,1,false
ジュピターテレコム事件,最高一小決,平成28.7.1,ジュピターテレコム事件|ＪＣＯＭ事件|ジュピターテレコム株式取得価格決定申立事件|株式会社ジュピターテレコム事件|安永訴訟,issn:0287-9956#1500#p1|issn:0287-9956#1543#p2|issn:0289-1107#2114#p16|issn:0389-2220#447#p82|issn:0389-2220#448#p93|issn:0439-3252#v58n3#p99|issn:0439-3295#v61n10#p113|issn:0910-0121#v34n1#p157|issn:0911-4718#1665#p4|issn:2185-3223#2060#p38|ncid:AA11504883#v24n8#p36|ncid:AN00326923#2017#p74|ncid:AN00326923#704#p158,13,0,2,true
武富士事件,最高二小判,平成23.2.18,武富士事件|武富士贈与税決定処分取消等請求事件|租税訴訟|武富士事件と長崎年金事件,isbn:bj-207#p45|isbn:bj-228#p30|isbn:bj-253#p30|issn:0439-2892#165#p191|issn:0448-0791#1454#p114|issn:0494-8262#569#p323|issn:0910-5786#v43n5#p21|issn:0910-5786#v49n12#p49|issn:0913-5278#v59n5#p148|issn:0913-5278#v59n8#p152|issn:0916-9806#v64n4#p46|issn:1884-8737#3#p145|ncid:AN00390536#v66n6#p8,13,0,1,false
固有必要的共同訴訟,最高三小判,平成6.1.25,固有必要的共同訴訟|固有必要的共同訴訟における一部の共同訴訟|固有必要的共同訴訟における一部の共同訴訟人に対する訴えの取下げと一部の共同訴訟,isbn:最高裁判所判例解説――民事篇<平成6年度>#p34|issn:0287-9670#564#p69|issn:0389-0538#v68n5#p134|issn:0389-2220#169#p100|issn:0438-5896#6#p246|issn:0439-3295#v40n3#p47|issn:0448-0791#1058#p98|issn:0448-0791#2#p87.382|issn:0448-0791#6#p126|issn:1342-5056#v111n2#p331|ncid:AN00326923#1995#p144|ncid:AN00326923#445#p210|ncid:AN00327187#v48n10#p162,13,0,1,false
日立製作所武蔵工場事件,最高一小判,平成3.11.28,日立製作所武蔵工場事件|日立製作所事件|日立製作所残業拒否懲戒解雇事件,isbn:bj-134#p98|isbn:bj-165#p112|isbn:bj-197#p88|isbn:bj-230#p76|isbn:bj-257#p78|issn:0387-1878#925#p94|issn:0389-2220#140#p98|issn:0389-2220#339#p73|issn:0439-3295#v37n7#p131|issn:0448-0791#1011#p111|issn:0448-0791#3#p207|issn:0448-0791#995#p98|ncid:AN00327813#1962#p38,13,0,1,false
第四銀行事件,最高二小判,平成9.2.28,第四銀行事件|みちのく銀行事件,isbn:bj-165#p58|isbn:bj-197#p48|isbn:bj-230#p44|isbn:bj-257#p46|issn:0386-0639#91#p146|issn:0387-3420#v71n4#p120|issn:0389-2220#204#p138|issn:0438-5896#9#p293|issn:0448-0791#1120#p128|issn:0448-0791#9#p220|issn:1342-5064#v48n14#p1|ncid:AN00327813#1410#p52|ncid:AN00327813#1968#p28,13,0,2,true
コインハイブ事件,最高一小判,令和4.1.20,コインハイブ事件,issn:0388-3019#v53n1#p87|issn:0389-2220#500#p33|issn:0438-5888#2521#p120|issn:0439-3295#v67n5#p46|issn:0439-3295#v67n6#p130|issn:0439-3295#v68n5#p25|issn:0448-0791#1573#p113|issn:1346-812X#96#p22|issn:1346-812X#96#p28|issn:1346-812X#97#p84|issn:2433-0264#12#p96|ncid:AA12241495#2022#p211|ncid:AN00327540#889#p3,13,0,1,false
ホームヘルパー国賠訴訟,,,ホームヘルパー国賠訴訟,issn:0911-4718#1749#p4|issn:0911-4718#1749#p9|issn:0911-4718#1822#p12|issn:0911-4718#1822#p26|issn:0911-4718#1822#p35|issn:0911-4718#1822#p4|issn:0911-4718#1822#p41|issn:0911-4718#1852#p11|issn:0911-4718#1887#p10|issn:0911-4718#1887#p14|issn:0911-4718#1887#p17|issn:0911-4718#1887#p4|issn:0911-4718#1887#p6,13,0,1,false
時事通信社事件,最高三小判,平成4.6.23,時事通信社事件,isbn:bj-134#p110|isbn:bj-165#p126|isbn:bj-197#p100|isbn:bj-230#p90|isbn:bj-257#p92|issn:0386-0639#81#p164|issn:0387-1878#631#p6|issn:0387-1878#931#p93|issn:0389-2220#146#p80|issn:0389-2220#340#p108|issn:0448-0791#1008#p73|issn:0448-0791#4#p226|ncid:AN00327187#106#p49,13,0,1,false
じん肺管理区分が管理1に該当する旨の決定を受けた常時粉じん作業に従事する労働者等が管理4に該当するとして提起した当該決定の取消訴訟,最高一小判,平成29.4.6,じん肺管理区分が管理１に該当する旨の決定を受けた常時粉じん作業に従事する労働者等が管理４に該当するとして提起した当該決定の取消訴訟|じん肺管理区分が管理１に該当する旨の決定を受けた常時粉じん作業に従事する労働者等が管理４に該当するとして提起した当該決定の取消訴訟の係属中に死亡した場合における労働者災害補償保険法１１条１項に規定する者による訴訟|じん肺管理区分に係る決定・裁決に対する取消訴訟|国・福岡労働局長事件|労働者災害補償保険法上の遺族によるじん肺管理区分決定処分取消訴訟|じん肺管理区分決定の取消訴訟|じん肺管理区分決定の取消訴訟における訴訟|管理４該当と主張する原告が当該決定の取消訴訟|労働者災害補償保険法１１条１項に規定する遺族が訴訟|取消訴訟|取消訴訟係属中の死亡と訴訟|じん肺管理区分が管理１に該当する旨の決定を受けた常時粉じん作業に従事する労働者等が管理４に該当するとして提起した当該決定の取消訴訟の係属中に死亡した場合における労働者災害補償保険法１１条１頁に規定する者による訴訟|ビルメンテナンス業者じん肺管理区分認定事件|じん肺管理区分決定の取消しの訴えの利益と訴訟,isbn:最高裁判所判例解説――民事篇<平成29年度>(上)(1月~9月分)#p202|issn:0389-2220#443#p138|issn:0439-3295#v63n3#p26|issn:0448-0791#1508#p4|issn:0448-0791#1515#p90|issn:0448-0791#29#p42|issn:0448-0791#480#p480|issn:1342-5056#v154n2#p75|ncid:AN00326923#2018#p116|ncid:AN00326923#717#p148|ncid:AN00327187#v71n4#p141|ncid:AN00327835#2322#p2,12,0,2,true
生保年金二重課税事件,最高三小判,平成22.7.6,生保年金二重課税事件|生命保険年金二重課税訴訟|租税訴訟|年金二重課税事件|生命保険年金長崎訴訟|生命保険年金二重課税事件|と租税訴訟|長崎年金二重課税事件|長崎年金事件,isbn:bj-207#p62|isbn:bj-228#p64|isbn:bj-253#p68|issn:0287-5209#v87n8#p150|issn:0389-2220#362#p45|issn:0439-3295#v56n2#p34|issn:0910-5786#v43n4#p7|issn:0910-5786#v48n5#p33|issn:0913-5278#v58n11#p120|issn:0913-5278#v71n7#p154|issn:1341-1179#v2154n12#p1|ncid:AN00326923#624#p169,12,0,4,true
採石権侵害の不法行為を理由とする損害賠償請求事件,最高三小判,平成20.6.10,採石権侵害の不法行為を理由とする損害賠償請求事件|不法行為に基づく損害賠償請求事件|五菱会ヤミ金融事件|ヤミ金事件|採石権侵害に基づく損害賠償請求事件|採石権侵害に基づく損害賠償請求事件において民事訴訟|ヤミ金融事件|ヤミ金融被害賠償請求訴訟,issn:0287-9956#182#p182.3|issn:0387-3420#v81n6#p138|issn:0389-0538#v82n5#p169|issn:0389-2220#338#p8|issn:0438-5896#21#p132|issn:0439-2892#155#p94|issn:0912-7208#v24n2#p23|issn:1341-1179#v2152n9#p69|issn:1349-4074#87#p105|issn:2185-2278#25#p257|ncid:AA12241495#119#p119.11|ncid:AN00326923#2009#p114,12,0,1,false
石油連盟刑事事件,東京高判,昭和55.9.26,石油連盟刑事事件|石油数量調整刑事事件|石油価格協定刑事事件|石油連盟生産調整刑事事件|石油ヤミカルテル事件|生産調整事件|石油生産調整刑事事件|石油カルテル＝生産調整事件,isbn:bj-141#p100|isbn:bj-141#p16|isbn:bj-141#p258|isbn:bj-141#p56|isbn:bj-161#p14|isbn:bj-161#p256|isbn:bj-161#p56|isbn:bj-199#p14|isbn:bj-199#p264|issn:0387-7612#v34n5#p124|issn:0439-3295#v26n2#p158|issn:0914-9112#v3n2#p243,12,0,5,true
経済産業省事件,最高三小判,令和5.7.11,経産省事件|経済産業省事件|経済産業省職員事件|実務と学説からみた憲法訴訟|ＬＧＢＴ理解増進法と経産省職員事件|経産省トイレ使用制限事件|トランスジェンダー女性の職場での処遇が問題となった事件|経産省トランスジェンダー職員措置要求事件,issn:0287-9670#1251#p63|issn:0387-3420#v96n4#p142|issn:0389-2220#518#p58|issn:0438-5888#2594#p5|issn:0439-3295#v68n9#p60|issn:0911-4718#1874#p4|ncid:AA11504883#v23n12#p50|ncid:AN00327813#2049#p14|ncid:AN00327813#2049#p21|ncid:AN00327813#2049#p6.3|ncid:AN10522258#830#p46|ncid:AN10522258#831#p59,12,0,4,true
蛇の目ミシン株主代表訴訟,最高二小判,平成18.4.10,蛇の目ミシン事件|蛇の目ミシン株主代表訴訟|蛇の目ミシン工業株主代表訴訟|蛇の目ミシン工業株主代表訴訟事件|暴力団関係会社に株を売却するとの強迫に対して巨額の金員の交付を提案又は同意したことが取締役の忠実義務・善管注意義務に反するとして株主代表訴訟|蛇の目ミシン株主代表訴訟事件|蛇の目株主訴訟|蛇の目ミシン工業事件,issn:0287-9956#1249#p20|issn:0287-9956#134#p134.3|issn:0287-9956#200#p200.4|issn:0287-9956#32#p32.6|issn:0287-9956#82#p82.5|issn:0389-2220#312#p6|issn:0439-3295#v51n7#p119|issn:0439-3295#v52n2#p18|issn:0448-0791#18#p104|issn:0451-324X#v49n2#p95|ncid:AN00326923#2007#p92|ncid:AN00326923#578#p198,12,0,2,true
153条ないし155条に規定する質問又は検査の権限の行使により取得収集される証拠資料が後に犯則事件,最高二小決,平成16.1.20,１５３条ないし１５５条に規定する質問又は検査の権限の行使により取得収集される証拠資料が後に犯則事件|質問検査で取得収集した証拠資料の犯則事件|法人税法１５３条ないし１５５条に規定する質問又は検査の権限の行使により取得収集される証拠資料が後に犯則事件|税法上の質問検査権限と犯則事件|質問検査権で取得収集される証拠資料が後に犯則事件|後に犯則事件,isbn:bj-178#p248|isbn:bj-207#p230|isbn:bj-228#p234|isbn:bj-253#p242|isbn:最高裁判所判例解説――刑事篇<平成16年度>#p35|issn:0385-5082#v71n6#p162|issn:0448-0791#1268#p212|issn:0448-0791#1304#p188|issn:0448-0791#16#p199|issn:0448-0791#416#p416.2|issn:0910-5786#v36n8#p8|ncid:AN00327187#v58n4#p331,12,0,3,true
弘前電報電話局事件,最高二小判,昭和62.7.10,弘前電報電話局事件|青木鉛鉄事件|弘前電話局事件|横手統制電話中継所事件|弘前電報電話局事件・横手統制電話中継所事件|電電公社懲戒処分無効確認等請求事件,isbn:bj-101#p112|isbn:bj-113#p138|isbn:bj-134#p108|isbn:bj-153#p130|isbn:bj-165#p124|isbn:bj-191#p130|isbn:bj-227#p122|issn:0387-1878#322#p322|issn:0387-1878#406#p406|issn:0387-3617#73#p138|ncid:AN00326923#351#p212|ncid:AN00327813#1191#p32,12,0,4,true
サンケイ新聞事件,最高二小判,昭和62.4.24,サンケイ新聞事件|サンケイ新聞意見広告事件|サンケイ意見広告事件|サンケイ意見広告訴訟|サンケイ意見広告訴訟事件,isbn:bj-130#p156|isbn:bj-154#p166|isbn:bj-179#p146|isbn:bj-186#p170|isbn:bj-217#p174|isbn:bj-241#p146|isbn:bj-245#p165|isbn:bj-273#p162|isbn:判例セレクト’87(月刊法学教室89別冊付録)#p12|issn:0286-1054#v22n6#p34|issn:0448-0791#891#p104|issn:0493-4067#1306#p87,12,0,2,true
レペタ事件,,平成1.3.8,レペタ事件|レペタ訴訟|法廷傍聴メモ訴訟|メモ採取不許可国家賠償請求事件|法廷メモ訴訟,isbn:bj-130#p146|isbn:bj-131#p420|isbn:bj-154#p156|isbn:bj-179#p10|isbn:bj-186#p160|isbn:bj-217#p164|isbn:bj-241#p8|isbn:bj-245#p157|isbn:bj-273#p154|issn:0388-5429#11#p27|issn:0439-3295#v34n6#p100|issn:0448-0791#931#p96,12,0,3,true
八千代交通事件,最高一小判,平成25.6.6,八千代交通事件|いわゆる明示的一部請求の訴えに係る訴訟|近時の最高裁判決に見る民事訴訟|明示一部請求訴訟|明示的一部請求訴訟,issn:0387-3420#v86n13#p375|issn:0389-2220#397#p36|issn:0389-2220#422#p4|issn:0448-0791#196#p196.5|issn:0448-0791#25#p230|issn:0916-9806#v67n5#p63|issn:1342-5064#v65n6#p26|ncid:AA12241495#129#p129.7|ncid:AA12241495#307#p307.3|ncid:AN00326923#663#p167|ncid:AN00327187#183#p20|ncid:AN00327799#2332#p24,12,0,2,true
女子若年定年制事件,最高三小判,昭和56.3.24,女子若年定年制事件|日産自動車事件|日産自動車男女別定年制事件|公正証書無効事件|日産自動車男女差別定年制事件,isbn:bj-101#p44|isbn:bj-134#p56|isbn:bj-154#p28|isbn:bj-186#p30|isbn:bj-217#p28|isbn:bj-245#p26|isbn:bj-273#p24|isbn:bj-95#p20|isbn:憲法訴訟(法学セミナー増刊)#p120|issn:0439-3295#v26n2#p119|issn:0494-9692#v26n9#p56|issn:2187-1302#17#p41,12,0,2,true
水俣病関西訴訟,最高二小判,平成16.10.15,水俣病関西訴訟|水俣病国家賠償事件|熊本水俣病関西訴訟|水俣病訴訟|水俣病・関西訴訟,isbn:bj-206#p76|isbn:bj-240#p182|issn:0287-4245#38#p33|issn:0386-0108#63#p125|issn:0387-3617#280#p113|issn:0389-0813#v40n1#p23|issn:0389-0813#v40n2#p111|issn:0389-0813#v46n2#p33|issn:0439-3295#v50n2#p60|issn:0448-0791#16#p51|issn:0448-0791#3#p136|ncid:AN00326923#2006#p40,12,0,1,false
群馬司法書士会訴訟,最高一小判,平成14.4.25,群馬司法書士会訴訟|群馬司法書士会事件|群馬司法書士会震災復興支援金事件|訴訟提起にいたる経緯・訴訟|群馬司法書士会震災復興寄附事件,issn:0009-6296#v110n5#p215|issn:0386-5800#96#p1|issn:0387-3420#v75n8#p13|issn:0389-2220#269#p48|issn:0438-5896#1108#p12|issn:0438-5896#1108#p16|issn:0438-5896#1108#p4.2|issn:0438-5896#1108#p6|issn:0438-5896#1108#p9|issn:0448-0791#14#p9|issn:1341-4941#v50n1#p137|ncid:AA1115468X#2002#p5,12,0,2,true
エヌ・ビー・シー工業事件,最高三小判,昭和60.7.16,エヌ・ビー・シー工業事件|品川区マンション事件|マンション建築確認処分留保損害賠償請求事件|品川マンション事件,isbn:bj-171#p150|isbn:bj-206#p166|issn:0286-4258#v18n3#p105|issn:0286-9160#68#p111|issn:0386-0620#138#p98|issn:0387-1878#358#p358|issn:0387-3617#47#p216|issn:0389-2220#519#p65|issn:0448-0791#3#p76|issn:0448-0791#60#p208|issn:0448-0791#849#p40|issn:0448-0791#897#p113,12,0,3,true
森川キャサリーン事件,最高一小判,平成4.11.16,森川キャサリーン事件|大阪地蔵像訴訟|政教分離原則と住民訴訟|市有地における地蔵像建立と住民訴訟,isbn:bj-125#p216|isbn:bj-130#p14|isbn:bj-154#p110|isbn:bj-154#p8|isbn:bj-168#p188|isbn:bj-186#p108|isbn:bj-186#p8|isbn:bj-217#p6|isbn:bj-245#p21|isbn:bj-273#p19|issn:0389-2220#151#p116|issn:0389-2220#151#p118,12,0,4,true
第1次家永教科書事件,最高三小判,平成5.3.16,第１次家永教科書事件|第１次家永教科書訴訟|地価高騰手付解約事件|家永教科書第１次訴訟,isbn:bj-130#p178|isbn:bj-154#p192|isbn:bj-179#p172|isbn:bj-186#p196|isbn:bj-217#p197|isbn:bj-241#p172|isbn:bj-245#p190|issn:0387-1592#v17n2#p237|issn:0387-3617#138#p72|issn:0387-3617#139#p52|issn:0439-3295#v69n7#p70|issn:0916-9806#v46n10#p37,12,0,3,true
サラリーマン税金訴訟,,昭和60.3.27,サラリーマン税金訴訟|神奈川県警成竹橋出血死事件|大島サラリーマン税金訴訟,isbn:bj-130#p72|isbn:bj-154#p72|isbn:bj-186#p70|isbn:bj-217#p68|isbn:bj-245#p70|isbn:bj-273#p66|isbn:bj-95#p60|issn:0389-2220#56#p134|issn:0448-0791#60#p11|issn:0448-0791#837#p39|issn:0913-5278#v67n9#p102|ncid:AN00327813#1125#p70,12,0,2,true
マツダ防府工場事件,山口地判,平成25.3.13,マツダ防府工場事件|マツダ事件|マツダ派遣切り訴訟,issn:0286-0821#299#p77|issn:0386-0639#122#p167|issn:0387-3420#v86n9#p136|issn:0439-3295#v58n6#p121|issn:0439-5905#251#p395|issn:0448-0791#1461#p119|issn:0448-0791#25#p234|issn:1342-5056#v149n1#p91|issn:1342-5064#v64n22#p24|ncid:AA12241495#295#p295.6|ncid:AN00327187#180#p39|ncid:AN00327799#2326#p24,12,0,1,false
国際自動車事件,最高一小判,令和2.3.30,国際自動車事件|社会福祉法人恩賜財団母子愛育会事件|富国生命保険事件,isbn:bj-257#p82|issn:0286-0821#336#p19.2|issn:0286-0821#336#p22|issn:0286-0821#336#p25|issn:0286-0821#336#p31|issn:0286-0821#336#p44|issn:0389-2220#478#p48|issn:0448-0791#1546#p4|issn:0493-4067#2101#p50|ncid:AN00327187#204#p19|ncid:AN00327813#1966#p18|ncid:AN00327813#1966#p6.3,12,0,3,true
離婚訴訟,最高二小判,平成2.7.20,離婚訴訟|ポパイ・マフラー事件|最近の労災不支給取消訴訟,isbn:bj-188#p68|isbn:bj-248#p76|isbn:最高裁判所判例解説――民事篇<平成2年度>#p306|issn:0389-0538#v64n5#p138|issn:0438-5896#3#p112|issn:0439-3295#v37n5#p146|issn:0448-0791#2#p117.466|issn:1342-5056#v105n2#p208|ncid:AN00326923#1993#p136.72|ncid:AN00326923#406#p167|ncid:AN00327187#102#p52|ncid:AN00327187#v43n12#p156,12,0,1,false
AGCグリーンテック事件,東京地判,令和6.5.13,ＡＧＣグリーンテック事件|ＡＧＣグリーンテック男女差別訴訟,|issn:0286-0821#358#p101|issn:0286-0821#359#p67|issn:0385-034X#592#p38|issn:0387-1878#1314#p122|issn:0387-1878#1318#p5|issn:0387-3420#v97n6#p121|issn:0448-0791#1601#p4|issn:0448-0791#1612#p148|issn:0448-0791#6#p188|ncid:AN00327187#224#p55|ncid:AN00327813#2062#p35,12,1,1,false
スカンジナビア航空事件,東京地決,平成7.4.13,スカンジナビア航空事件|スカンジナビア航空解雇事件,isbn:bj-165#p174|isbn:bj-197#p160|isbn:bj-230#p152|isbn:bj-257#p152|issn:0387-1878#680#p6|issn:0387-3420#v68n1#p84|issn:0438-5896#913#p340|issn:0448-0791#1084#p112|issn:0448-0791#7#p190|issn:1342-5064#v46n37#p1|ncid:AN00327187#112#p18|ncid:AN00327813#1359#p10,12,0,1,false
北方ジャーナル事件,,,北方ジャーナル事件|手続法からみた北方ジャーナル事件,isbn:マス・メディアの現在(法学セミナー増刊総合特集シリーズ35)#p42|issn:0288-0652#421#p45|issn:0438-5896#607#p5|issn:0448-0791#867#p12|issn:0448-0791#867#p12.2|issn:0448-0791#867#p25|issn:0448-0791#867#p32|issn:0448-0791#867#p38|issn:0448-0791#867#p44|issn:0916-9806#v39n10#p4|issn:0916-9806#v39n10#p63|issn:0916-9806#v39n10#p9,12,0,1,false
